nb_infectes_max,temps_nb_infecte_max,pente_infectes_max,temps_pente_max,nb_total_infectes,R_0,beta_f,gamma,beta_m,foyer_2,CI
828.3527947659359,557.0,3.1596016275802867,417.0,8320.731534422706,1.075412465303322,0.5,0.2,0.1,0,5
941.8840749654491,523.0,3.9157406245892616,394.0,9157.607360688167,1.0824761148900905,0.5,0.2,0.1,1,1
941.8840749654491,523.0,3.9157406245892616,394.0,9157.607360688167,1.0824761148900905,0.5,0.2,0.1,1,2
941.8840749654491,523.0,3.9157406245892616,394.0,9157.607360688167,1.0824761148900905,0.5,0.2,0.1,1,3
941.8840749654491,523.0,3.9157406245892616,394.0,9157.607360688167,1.0824761148900905,0.5,0.2,0.1,1,4
941.8840749654491,523.0,3.9157406245892616,394.0,9157.607360688167,1.0824761148900905,0.5,0.2,0.1,1,5
1039.1279889460614,499.0,4.603216393623029,378.0,9760.712090584158,1.088032587034187,0.5,0.2,0.1,2,1
1039.1279889460614,499.0,4.603216393623029,378.0,9760.712090584158,1.088032587034187,0.5,0.2,0.1,2,2
1039.1279889460614,499.0,4.603216393623029,378.0,9760.712090584158,1.088032587034187,0.5,0.2,0.1,2,3
1039.1279889460614,499.0,4.603216393623029,378.0,9760.712090584158,1.088032587034187,0.5,0.2,0.1,2,4
1039.1279889460614,499.0,4.603216393623029,378.0,9760.712090584158,1.088032587034187,0.5,0.2,0.1,2,5
9532.00465198133,93.0,312.902028072529,73.0,19700.738997408873,1.0475734121314277,0.5,0.2,0.5,0,1
9532.00465198133,93.0,312.902028072529,73.0,19700.738997408873,1.0475734121314277,0.5,0.2,0.5,0,2
9532.00465198133,93.0,312.902028072529,73.0,19700.738997408873,1.0475734121314277,0.5,0.2,0.5,0,3
9532.00465198133,93.0,312.902028072529,73.0,19700.738997408873,1.0475734121314277,0.5,0.2,0.5,0,4
9532.00465198133,93.0,312.902028072529,73.0,19700.738997408873,1.0475734121314277,0.5,0.2,0.5,0,5
9624.113866698211,91.0,322.9500297943923,71.0,19695.156965493854,1.0400517738037693,0.5,0.2,0.5,1,1
9624.113866698211,91.0,322.9500297943923,71.0,19695.156965493854,1.0400517738037693,0.5,0.2,0.5,1,2
9624.113866698211,91.0,322.9500297943923,71.0,19695.156965493854,1.0400517738037693,0.5,0.2,0.5,1,3
9624.113866698211,91.0,322.9500297943923,71.0,19695.156965493854,1.0400517738037693,0.5,0.2,0.5,1,4
9624.113866698211,91.0,322.9500297943923,71.0,19695.156965493854,1.0400517738037693,0.5,0.2,0.5,1,5
9712.072657397128,89.0,332.309782162225,70.0,19690.713322474818,1.034374335242245,0.5,0.2,0.5,2,1
9712.072657397128,89.0,332.309782162225,70.0,19690.713322474818,1.034374335242245,0.5,0.2,0.5,2,2
9712.072657397128,89.0,332.309782162225,70.0,19690.713322474818,1.034374335242245,0.5,0.2,0.5,2,3
9712.072657397128,89.0,332.309782162225,70.0,19690.713322474818,1.034374335242245,0.5,0.2,0.5,2,4
9712.072657397128,89.0,332.309782162225,70.0,19690.713322474818,1.034374335242245,0.5,0.2,0.5,2,5
6.396102337998826,7.0,0.5573312018117926,1.0,13.273678456939164,0.45887659530695313,0.5,0.6,0.02,2,1
6.396102337998826,7.0,0.5573312018117926,1.0,13.273678456939164,0.45887659530695313,0.5,0.6,0.02,2,2
6.396102337998826,7.0,0.5573312018117926,1.0,13.273678456939164,0.45887659530695313,0.5,0.6,0.02,2,3
6.396102337998826,7.0,0.5573312018117926,1.0,13.273678456939164,0.45887659530695313,0.5,0.6,0.02,2,4
6.396102337998826,7.0,0.5573312018117926,1.0,13.273678456939164,0.45887659530695313,0.5,0.6,0.02,2,5
6.991364353342482,9.0,0.5999893423923002,1.0,21.02686103569914,0.7020458246646414,0.5,0.6,0.1,2,1
6.991364353342482,9.0,0.5999893423923002,1.0,21.02686103569914,0.7020458246646414,0.5,0.6,0.1,2,2
6.991364353342482,9.0,0.5999893423923002,1.0,21.02686103569914,0.7020458246646414,0.5,0.6,0.1,2,3
6.991364353342482,9.0,0.5999893423923002,1.0,21.02686103569914,0.7020458246646414,0.5,0.6,0.1,2,4
6.991364353342482,9.0,0.5999893423923002,1.0,21.02686103569914,0.7020458246646414,0.5,0.6,0.1,2,5
2137.740763149992,127.0,44.74384977885711,102.0,13848.619618898705,1.117785573035581,0.5,0.6,0.5,2,1
2137.740763149992,127.0,44.74384977885711,102.0,13848.619618898705,1.117785573035581,0.5,0.6,0.5,2,2
2137.740763149992,127.0,44.74384977885711,102.0,13848.619618898705,1.117785573035581,0.5,0.6,0.5,2,3
2137.740763149992,127.0,44.74384977885711,102.0,13848.619618898705,1.117785573035581,0.5,0.6,0.5,2,4
2137.740763149992,127.0,44.74384977885711,102.0,13848.619618898705,1.117785573035581,0.5,0.6,0.5,2,5
4.804399204516846,4.0,0.3439978684784597,1.0,10.519579741153672,,0.5,1.0,0.02,2,1
4.804399204516846,4.0,0.3439978684784597,1.0,10.519579741153672,,0.5,1.0,0.02,2,2
4.804399204516846,4.0,0.3439978684784597,1.0,10.519579741153672,,0.5,1.0,0.02,2,3
4.804399204516846,4.0,0.3439978684784597,1.0,10.519579741153672,,0.5,1.0,0.02,2,4
4.804399204516846,4.0,0.3439978684784597,1.0,10.519579741153672,,0.5,1.0,0.02,2,5
5.003133259219297,4.0,0.38665600905896635,1.0,12.830049420411935,,0.5,1.0,0.1,2,1
5.003133259219297,4.0,0.38665600905896635,1.0,12.830049420411935,,0.5,1.0,0.1,2,2
5.003133259219297,4.0,0.38665600905896635,1.0,12.830049420411935,,0.5,1.0,0.1,2,3
5.003133259219297,4.0,0.38665600905896635,1.0,12.830049420411935,,0.5,1.0,0.1,2,4
5.003133259219297,4.0,0.38665600905896635,1.0,12.830049420411935,,0.5,1.0,0.1,2,5
35.14633008840015,353.0,0.5999467119614996,1.0,2093.8892389476287,1.0461246436029605,0.5,1.0,0.5,2,1
35.14633008840015,353.0,0.5999467119614996,1.0,2093.8892389476287,1.0461246436029605,0.5,1.0,0.5,2,2
35.14633008840015,353.0,0.5999467119614996,1.0,2093.8892389476287,1.0461246436029605,0.5,1.0,0.5,2,3
35.14633008840015,353.0,0.5999467119614996,1.0,2093.8892389476287,1.0461246436029605,0.5,1.0,0.5,2,4
35.14633008840015,353.0,0.5999467119614996,1.0,2093.8892389476287,1.0461246436029605,0.5,1.0,0.5,2,5
