nb_infectes_max,temps_nb_infecte_max,pente_infectes_max,temps_pente_max,nb_total_infectes,R_0,beta_f,gamma,beta_m,foyer_2,CI
7.199955319711493,24.0,0.2506645351451269,1.0,17.318753348548373,0.8715531065297486,0.2,0.2,0.02,1,5
7.207945433791043,24.0,0.2506645351451269,1.0,17.474117992687667,0.8730929502541735,0.2,0.2,0.02,2,1
7.207945433791043,24.0,0.2506645351451269,1.0,17.474117992687667,0.8730929502541735,0.2,0.2,0.02,2,2
7.207945433791043,24.0,0.2506645351451269,1.0,17.474117992687667,0.8730929502541735,0.2,0.2,0.02,2,3
7.207945433791043,24.0,0.2506645351451269,1.0,17.474117992687667,0.8730929502541735,0.2,0.2,0.02,2,4
7.207945433791043,24.0,0.2506645351451269,1.0,17.474117992687667,0.8730929502541735,0.2,0.2,0.02,2,5
217.79526182974456,750.0,0.522047591734605,674.0,1761.7966442897764,1.0384871190156924,0.2,0.2,0.1,0,1
217.79526182974456,750.0,0.522047591734605,674.0,1761.7966442897764,1.0384871190156924,0.2,0.2,0.1,0,2
217.79526182974456,750.0,0.522047591734605,674.0,1761.7966442897764,1.0384871190156924,0.2,0.2,0.1,0,3
217.79526182974456,750.0,0.522047591734605,674.0,1761.7966442897764,1.0384871190156924,0.2,0.2,0.1,0,4
217.79526182974456,750.0,0.522047591734605,674.0,1761.7966442897764,1.0384871190156924,0.2,0.2,0.1,0,5
310.2910215129581,750.0,0.7598174553629917,629.0,2450.2172689645677,1.0442514074920468,0.2,0.2,0.1,1,1
310.2910215129581,750.0,0.7598174553629917,629.0,2450.2172689645677,1.0442514074920468,0.2,0.2,0.1,1,2
310.2910215129581,750.0,0.7598174553629917,629.0,2450.2172689645677,1.0442514074920468,0.2,0.2,0.1,1,3
310.2910215129581,750.0,0.7598174553629917,629.0,2450.2172689645677,1.0442514074920468,0.2,0.2,0.1,1,4
310.2910215129581,750.0,0.7598174553629917,629.0,2450.2172689645677,1.0442514074920468,0.2,0.2,0.1,1,5
390.00286169164093,750.0,0.9850771329263353,600.0,3099.245131832564,1.0486325202713649,0.2,0.2,0.1,2,1
390.00286169164093,750.0,0.9850771329263353,600.0,3099.245131832564,1.0486325202713649,0.2,0.2,0.1,2,2
390.00286169164093,750.0,0.9850771329263353,600.0,3099.245131832564,1.0486325202713649,0.2,0.2,0.1,2,3
390.00286169164093,750.0,0.9850771329263353,600.0,3099.245131832564,1.0486325202713649,0.2,0.2,0.1,2,4
390.00286169164093,750.0,0.9850771329263353,600.0,3099.245131832564,1.0486325202713649,0.2,0.2,0.1,2,5
8063.521851545369,122.0,203.36517104966242,97.0,19460.876187648133,1.1686992485477128,0.2,0.2,0.5,0,1
8063.521851545369,122.0,203.36517104966242,97.0,19460.876187648133,1.1686992485477128,0.2,0.2,0.5,0,2
8063.521851545369,122.0,203.36517104966242,97.0,19460.876187648133,1.1686992485477128,0.2,0.2,0.5,0,3
8063.521851545369,122.0,203.36517104966242,97.0,19460.876187648133,1.1686992485477128,0.2,0.2,0.5,0,4
8063.521851545369,122.0,203.36517104966242,97.0,19460.876187648133,1.1686992485477128,0.2,0.2,0.5,0,5
8151.869605878335,120.0,209.47669723829222,96.0,19469.406068515007,1.1626036962811002,0.2,0.2,0.5,1,1
8151.869605878335,120.0,209.47669723829222,96.0,19469.406068515007,1.1626036962811002,0.2,0.2,0.5,1,2
8151.869605878335,120.0,209.47669723829222,96.0,19469.406068515007,1.1626036962811002,0.2,0.2,0.5,1,3
8151.869605878335,120.0,209.47669723829222,96.0,19469.406068515007,1.1626036962811002,0.2,0.2,0.5,1,4
8151.869605878335,120.0,209.47669723829222,96.0,19469.406068515007,1.1626036962811002,0.2,0.2,0.5,1,5
8229.68211437128,119.0,214.64785838010266,95.0,19477.91175337898,1.1580808297443042,0.2,0.2,0.5,2,1
8229.68211437128,119.0,214.64785838010266,95.0,19477.91175337898,1.1580808297443042,0.2,0.2,0.5,2,2
8229.68211437128,119.0,214.64785838010266,95.0,19477.91175337898,1.1580808297443042,0.2,0.2,0.5,2,3
8229.68211437128,119.0,214.64785838010266,95.0,19477.91175337898,1.1580808297443042,0.2,0.2,0.5,2,4
8229.68211437128,119.0,214.64785838010266,95.0,19477.91175337898,1.1580808297443042,0.2,0.2,0.5,2,5
4.058191044243557,3.0,0.037331201811793946,1.0,8.995602370694641,0.46248672321538353,0.2,0.6,0.02,0,1
4.058191044243557,3.0,0.037331201811793946,1.0,8.995602370694641,0.46248672321538353,0.2,0.6,0.02,0,2
4.058191044243557,3.0,0.037331201811793946,1.0,8.995602370694641,0.46248672321538353,0.2,0.6,0.02,0,3
4.058191044243557,3.0,0.037331201811793946,1.0,8.995602370694641,0.46248672321538353,0.2,0.6,0.02,0,4
4.058191044243557,3.0,0.037331201811793946,1.0,8.995602370694641,0.46248672321538353,0.2,0.6,0.02,0,5
4.058268544803309,3.0,0.037331201811793946,1.0,9.011111246267113,0.46543817882958183,0.2,0.6,0.02,1,1
4.058268544803309,3.0,0.037331201811793946,1.0,9.011111246267113,0.46543817882958183,0.2,0.6,0.02,1,2
4.058268544803309,3.0,0.037331201811793946,1.0,9.011111246267113,0.46543817882958183,0.2,0.6,0.02,1,3
4.058268544803309,3.0,0.037331201811793946,1.0,9.011111246267113,0.46543817882958183,0.2,0.6,0.02,1,4
4.058268544803309,3.0,0.037331201811793946,1.0,9.011111246267113,0.46543817882958183,0.2,0.6,0.02,1,5
4.058329955784058,3.0,0.03733120181179306,1.0,9.02238003093412,0.4675898332291837,0.2,0.6,0.02,2,1
4.058329955784058,3.0,0.03733120181179306,1.0,9.02238003093412,0.4675898332291837,0.2,0.6,0.02,2,2
4.058329955784058,3.0,0.03733120181179306,1.0,9.02238003093412,0.4675898332291837,0.2,0.6,0.02,2,3
4.058329955784058,3.0,0.03733120181179306,1.0,9.02238003093412,0.4675898332291837,0.2,0.6,0.02,2,4
4.058329955784058,3.0,0.03733120181179306,1.0,9.02238003093412,0.4675898332291837,0.2,0.6,0.02,2,5
4.220848025144189,5.0,0.07998934239229971,1.0,12.016483311969104,0.643954705581798,0.2,0.6,0.1,0,1
4.220848025144189,5.0,0.07998934239229971,1.0,12.016483311969104,0.643954705581798,0.2,0.6,0.1,0,2
4.220848025144189,5.0,0.07998934239229971,1.0,12.016483311969104,0.643954705581798,0.2,0.6,0.1,0,3
4.220848025144189,5.0,0.07998934239229971,1.0,12.016483311969104,0.643954705581798,0.2,0.6,0.1,0,4
4.220848025144189,5.0,0.07998934239229971,1.0,12.016483311969104,0.643954705581798,0.2,0.6,0.1,0,5
4.222150246584996,5.0,0.0799893423923006,1.0,12.156176698033809,0.6513893977953378,0.2,0.6,0.1,1,1
4.222150246584996,5.0,0.0799893423923006,1.0,12.156176698033809,0.6513893977953378,0.2,0.6,0.1,1,2
4.222150246584996,5.0,0.0799893423923006,1.0,12.156176698033809,0.6513893977953378,0.2,0.6,0.1,1,3
4.222150246584996,5.0,0.0799893423923006,1.0,12.156176698033809,0.6513893977953378,0.2,0.6,0.1,1,4
4.222150246584996,5.0,0.0799893423923006,1.0,12.156176698033809,0.6513893977953378,0.2,0.6,0.1,1,5
4.223163801309222,5.0,0.0799893423923006,1.0,12.259426692868498,0.6566829587472718,0.2,0.6,0.1,2,1
4.223163801309222,5.0,0.0799893423923006,1.0,12.259426692868498,0.6566829587472718,0.2,0.6,0.1,2,2
4.223163801309222,5.0,0.0799893423923006,1.0,12.259426692868498,0.6566829587472718,0.2,0.6,0.1,2,3
4.223163801309222,5.0,0.0799893423923006,1.0,12.259426692868498,0.6566829587472718,0.2,0.6,0.1,2,4
4.223163801309222,5.0,0.0799893423923006,1.0,12.259426692868498,0.6566829587472718,0.2,0.6,0.1,2,5
686.1174730518318,239.0,6.748209959108408,186.0,8991.20060970728,1.1747048408361818,0.2,0.6,0.5,0,1
686.1174730518318,239.0,6.748209959108408,186.0,8991.20060970728,1.1747048408361818,0.2,0.6,0.5,0,2
686.1174730518318,239.0,6.748209959108408,186.0,8991.20060970728,1.1747048408361818,0.2,0.6,0.5,0,3
686.1174730518318,239.0,6.748209959108408,186.0,8991.20060970728,1.1747048408361818,0.2,0.6,0.5,0,4
686.1174730518318,239.0,6.748209959108408,186.0,8991.20060970728,1.1747048408361818,0.2,0.6,0.5,0,5
756.3776403265854,229.0,7.9117039669283145,179.0,9350.091063393118,1.1831613273667687,0.2,0.6,0.5,1,1
756.3776403265854,229.0,7.9117039669283145,179.0,9350.091063393118,1.1831613273667687,0.2,0.6,0.5,1,2
756.3776403265854,229.0,7.9117039669283145,179.0,9350.091063393118,1.1831613273667687,0.2,0.6,0.5,1,3
756.3776403265854,229.0,7.9117039669283145,179.0,9350.091063393118,1.1831613273667687,0.2,0.6,0.5,1,4
756.3776403265854,229.0,7.9117039669283145,179.0,9350.091063393118,1.1831613273667687,0.2,0.6,0.5,1,5
810.9528543525464,222.0,8.844192219258161,174.0,9630.055849494269,1.1887751898206396,0.2,0.6,0.5,2,1
810.9528543525464,222.0,8.844192219258161,174.0,9630.055849494269,1.1887751898206396,0.2,0.6,0.5,2,2
810.9528543525464,222.0,8.844192219258161,174.0,9630.055849494269,1.1887751898206396,0.2,0.6,0.5,2,3
810.9528543525464,222.0,8.844192219258161,174.0,9630.055849494269,1.1887751898206396,0.2,0.6,0.5,2,4
810.9528543525464,222.0,8.844192219258161,174.0,9630.055849494269,1.1887751898206396,0.2,0.6,0.5,2,5
4.0,0.0,0.0,0.0,7.029042064689706,0.025744156895014858,0.2,1.0,0.02,0,1
4.0,0.0,0.0,0.0,7.029042064689706,0.025744156895014858,0.2,1.0,0.02,0,2
4.0,0.0,0.0,0.0,7.029042064689706,0.025744156895014858,0.2,1.0,0.02,0,3
4.0,0.0,0.0,0.0,7.029042064689706,0.025744156895014858,0.2,1.0,0.02,0,4
4.0,0.0,0.0,0.0,7.029042064689706,0.025744156895014858,0.2,1.0,0.02,0,5
4.0,0.0,0.0,0.0,7.03337116361614,0.029676269445157222,0.2,1.0,0.02,1,1
4.0,0.0,0.0,0.0,7.03337116361614,0.029676269445157222,0.2,1.0,0.02,1,2
4.0,0.0,0.0,0.0,7.03337116361614,0.029676269445157222,0.2,1.0,0.02,1,3
4.0,0.0,0.0,0.0,7.03337116361614,0.029676269445157222,0.2,1.0,0.02,1,4
4.0,0.0,0.0,0.0,7.03337116361614,0.029676269445157222,0.2,1.0,0.02,1,5
4.0,0.0,0.0,0.0,7.036457044964852,0.032248564436498484,0.2,1.0,0.02,2,1
4.0,0.0,0.0,0.0,7.036457044964852,0.032248564436498484,0.2,1.0,0.02,2,2
4.0,0.0,0.0,0.0,7.036457044964852,0.032248564436498484,0.2,1.0,0.02,2,3
4.0,0.0,0.0,0.0,7.036457044964852,0.032248564436498484,0.2,1.0,0.02,2,4
4.0,0.0,0.0,0.0,7.036457044964852,0.032248564436498484,0.2,1.0,0.02,2,5
4.0,0.0,0.0,0.0,8.015315481380966,0.22137261410767428,0.2,1.0,0.1,0,1
4.0,0.0,0.0,0.0,8.015315481380966,0.22137261410767428,0.2,1.0,0.1,0,2
4.0,0.0,0.0,0.0,8.015315481380966,0.22137261410767428,0.2,1.0,0.1,0,3
4.0,0.0,0.0,0.0,8.015315481380966,0.22137261410767428,0.2,1.0,0.1,0,4
4.0,0.0,0.0,0.0,8.015315481380966,0.22137261410767428,0.2,1.0,0.1,0,5
4.0,0.0,0.0,0.0,8.043540439772901,0.2303255232690704,0.2,1.0,0.1,1,1
4.0,0.0,0.0,0.0,8.043540439772901,0.2303255232690704,0.2,1.0,0.1,1,2
4.0,0.0,0.0,0.0,8.043540439772901,0.2303255232690704,0.2,1.0,0.1,1,3
4.0,0.0,0.0,0.0,8.043540439772901,0.2303255232690704,0.2,1.0,0.1,1,4
4.0,0.0,0.0,0.0,8.043540439772901,0.2303255232690704,0.2,1.0,0.1,1,5
4.0,0.0,0.0,0.0,8.06376037911892,0.23622884763075525,0.2,1.0,0.1,2,1
4.0,0.0,0.0,0.0,8.06376037911892,0.23622884763075525,0.2,1.0,0.1,2,2
4.0,0.0,0.0,0.0,8.06376037911892,0.23622884763075525,0.2,1.0,0.1,2,3
4.0,0.0,0.0,0.0,8.06376037911892,0.23622884763075525,0.2,1.0,0.1,2,4
4.0,0.0,0.0,0.0,8.06376037911892,0.23622884763075525,0.2,1.0,0.1,2,5
4.186422002124561,4.0,0.07994671196150005,1.0,26.809738894698345,0.8009969140557064,0.2,1.0,0.5,0,1
4.186422002124561,4.0,0.07994671196150005,1.0,26.809738894698345,0.8009969140557064,0.2,1.0,0.5,0,2
4.186422002124561,4.0,0.07994671196150005,1.0,26.809738894698345,0.8009969140557064,0.2,1.0,0.5,0,3
4.186422002124561,4.0,0.07994671196150005,1.0,26.809738894698345,0.8009969140557064,0.2,1.0,0.5,0,4
4.186422002124561,4.0,0.07994671196150005,1.0,26.809738894698345,0.8009969140557064,0.2,1.0,0.5,0,5
4.190196982876279,4.0,0.07994671196149916,1.0,28.474128549517918,0.8151703714625338,0.2,1.0,0.5,1,1
4.190196982876279,4.0,0.07994671196149916,1.0,28.474128549517918,0.8151703714625338,0.2,1.0,0.5,1,2
4.190196982876279,4.0,0.07994671196149916,1.0,28.474128549517918,0.8151703714625338,0.2,1.0,0.5,1,3
4.190196982876279,4.0,0.07994671196149916,1.0,28.474128549517918,0.8151703714625338,0.2,1.0,0.5,1,4
4.190196982876279,4.0,0.07994671196149916,1.0,28.474128549517918,0.8151703714625338,0.2,1.0,0.5,1,5
4.194335192461093,5.0,0.07994671196149916,1.0,29.79089663551199,0.8249094361085056,0.2,1.0,0.5,2,1
4.194335192461093,5.0,0.07994671196149916,1.0,29.79089663551199,0.8249094361085056,0.2,1.0,0.5,2,2
4.194335192461093,5.0,0.07994671196149916,1.0,29.79089663551199,0.8249094361085056,0.2,1.0,0.5,2,3
4.194335192461093,5.0,0.07994671196149916,1.0,29.79089663551199,0.8249094361085056,0.2,1.0,0.5,2,4
4.194335192461093,5.0,0.07994671196149916,1.0,29.79089663551199,0.8249094361085056,0.2,1.0,0.5,2,5
56.43716024474351,750.0,0.9657125603799956,4.0,215.2381955619657,1.0132493267426421,0.5,0.05,0.02,0,1
56.43716024474351,750.0,0.9657125603799956,4.0,215.2381955619657,1.0132493267426421,0.5,0.05,0.02,0,2
56.43716024474351,750.0,0.9657125603799956,4.0,215.2381955619657,1.0132493267426421,0.5,0.05,0.02,0,3
56.43716024474351,750.0,0.9657125603799956,4.0,215.2381955619657,1.0132493267426421,0.5,0.05,0.02,0,4
56.43716024474351,750.0,0.9657125603799956,4.0,215.2381955619657,1.0132493267426421,0.5,0.05,0.02,0,5
66.70092830503624,750.0,0.9660204944440007,4.0,242.64599729544005,1.0149824217749268,0.5,0.05,0.02,1,1
66.70092830503624,750.0,0.9660204944440007,4.0,242.64599729544005,1.0149824217749268,0.5,0.05,0.02,1,2
66.70092830503624,750.0,0.9660204944440007,4.0,242.64599729544005,1.0149824217749268,0.5,0.05,0.02,1,3
66.70092830503624,750.0,0.9660204944440007,4.0,242.64599729544005,1.0149824217749268,0.5,0.05,0.02,1,4
66.70092830503624,750.0,0.9660204944440007,4.0,242.64599729544005,1.0149824217749268,0.5,0.05,0.02,1,5
76.21815179184492,750.0,0.9662537489268335,4.0,267.4656382272414,1.016368912515072,0.5,0.05,0.02,2,1
76.21815179184492,750.0,0.9662537489268335,4.0,267.4656382272414,1.016368912515072,0.5,0.05,0.02,2,2
76.21815179184492,750.0,0.9662537489268335,4.0,267.4656382272414,1.016368912515072,0.5,0.05,0.02,2,3
76.21815179184492,750.0,0.9662537489268335,4.0,267.4656382272414,1.016368912515072,0.5,0.05,0.02,2,4
76.21815179184492,750.0,0.9662537489268335,4.0,267.4656382272414,1.016368912515072,0.5,0.05,0.02,2,5
9688.931943317259,311.0,87.76150211997083,234.0,19588.982840420736,1.209550730556778,0.5,0.05,0.1,0,1
9688.931943317259,311.0,87.76150211997083,234.0,19588.982840420736,1.209550730556778,0.5,0.05,0.1,0,2
9688.931943317259,311.0,87.76150211997083,234.0,19588.982840420736,1.209550730556778,0.5,0.05,0.1,0,3
9688.931943317259,311.0,87.76150211997083,234.0,19588.982840420736,1.209550730556778,0.5,0.05,0.1,0,4
9688.931943317259,311.0,87.76150211997083,234.0,19588.982840420736,1.209550730556778,0.5,0.05,0.1,0,5
9770.953184716947,303.0,90.91124810242673,228.0,19566.927478806694,1.2149764321621337,0.5,0.05,0.1,1,1
9770.953184716947,303.0,90.91124810242673,228.0,19566.927478806694,1.2149764321621337,0.5,0.05,0.1,1,2
9770.953184716947,303.0,90.91124810242673,228.0,19566.927478806694,1.2149764321621337,0.5,0.05,0.1,1,3
9770.953184716947,303.0,90.91124810242673,228.0,19566.927478806694,1.2149764321621337,0.5,0.05,0.1,1,4
9770.953184716947,303.0,90.91124810242673,228.0,19566.927478806694,1.2149764321621337,0.5,0.05,0.1,1,5
9851.510960088044,297.0,93.84123439559698,223.0,19546.96500625807,1.219194994349856,0.5,0.05,0.1,2,1
9851.510960088044,297.0,93.84123439559698,223.0,19546.96500625807,1.219194994349856,0.5,0.05,0.1,2,2
9851.510960088044,297.0,93.84123439559698,223.0,19546.96500625807,1.219194994349856,0.5,0.05,0.1,2,3
9851.510960088044,297.0,93.84123439559698,223.0,19546.96500625807,1.219194994349856,0.5,0.05,0.1,2,4
9851.510960088044,297.0,93.84123439559698,223.0,19546.96500625807,1.219194994349856,0.5,0.05,0.1,2,5
15926.58268399532,91.0,549.3558101707167,66.0,20016.919207558447,1.109661958253436,0.5,0.05,0.5,0,1
15926.58268399532,91.0,549.3558101707167,66.0,20016.919207558447,1.109661958253436,0.5,0.05,0.5,0,2
15926.58268399532,91.0,549.3558101707167,66.0,20016.919207558447,1.109661958253436,0.5,0.05,0.5,0,3
15926.58268399532,91.0,549.3558101707167,66.0,20016.919207558447,1.109661958253436,0.5,0.05,0.5,0,4
15926.58268399532,91.0,549.3558101707167,66.0,20016.919207558447,1.109661958253436,0.5,0.05,0.5,0,5
15935.804423331572,90.0,559.9515539585391,65.0,20016.9087348096,1.1053389212464286,0.5,0.05,0.5,1,1
15935.804423331572,90.0,559.9515539585391,65.0,20016.9087348096,1.1053389212464286,0.5,0.05,0.5,1,2
15935.804423331572,90.0,559.9515539585391,65.0,20016.9087348096,1.1053389212464286,0.5,0.05,0.5,1,3
15935.804423331572,90.0,559.9515539585391,65.0,20016.9087348096,1.1053389212464286,0.5,0.05,0.5,1,4
15935.804423331572,90.0,559.9515539585391,65.0,20016.9087348096,1.1053389212464286,0.5,0.05,0.5,1,5
15947.881203671772,89.0,569.8858665773914,64.0,20016.899005906154,1.1021139759497542,0.5,0.05,0.5,2,1
15947.881203671772,89.0,569.8858665773914,64.0,20016.899005906154,1.1021139759497542,0.5,0.05,0.5,2,2
15947.881203671772,89.0,569.8858665773914,64.0,20016.899005906154,1.1021139759497542,0.5,0.05,0.5,2,3
15947.881203671772,89.0,569.8858665773914,64.0,20016.899005906154,1.1021139759497542,0.5,0.05,0.5,2,4
15947.881203671772,89.0,569.8858665773914,64.0,20016.899005906154,1.1021139759497542,0.5,0.05,0.5,2,5
10.994649128652974,15.0,0.8097919754298708,3.0,21.626616078028306,0.8649460955156971,0.5,0.2,0.02,0,1
10.994649128652974,15.0,0.8097919754298708,3.0,21.626616078028306,0.8649460955156971,0.5,0.2,0.02,0,2
10.994649128652974,15.0,0.8097919754298708,3.0,21.626616078028306,0.8649460955156971,0.5,0.2,0.02,0,3
10.994649128652974,15.0,0.8097919754298708,3.0,21.626616078028306,0.8649460955156971,0.5,0.2,0.02,0,4
10.994649128652974,15.0,0.8097919754298708,3.0,21.626616078028306,0.8649460955156971,0.5,0.2,0.02,0,5
11.00961015242019,15.0,0.8099542037156287,3.0,21.91439072522816,0.8669025904646943,0.5,0.2,0.02,1,1
11.00961015242019,15.0,0.8099542037156287,3.0,21.91439072522816,0.8669025904646943,0.5,0.2,0.02,1,2
11.00961015242019,15.0,0.8099542037156287,3.0,21.91439072522816,0.8669025904646943,0.5,0.2,0.02,1,3
11.00961015242019,15.0,0.8099542037156287,3.0,21.91439072522816,0.8669025904646943,0.5,0.2,0.02,1,4
11.00961015242019,15.0,0.8099542037156287,3.0,21.91439072522816,0.8669025904646943,0.5,0.2,0.02,1,5
11.020787466101327,15.0,0.8100803730552899,3.0,22.149971442129356,0.868480461020748,0.5,0.2,0.02,2,1
11.020787466101327,15.0,0.8100803730552899,3.0,22.149971442129356,0.868480461020748,0.5,0.2,0.02,2,2
11.020787466101327,15.0,0.8100803730552899,3.0,22.149971442129356,0.868480461020748,0.5,0.2,0.02,2,3
11.020787466101327,15.0,0.8100803730552899,3.0,22.149971442129356,0.868480461020748,0.5,0.2,0.02,2,4
11.020787466101327,15.0,0.8100803730552899,3.0,22.149971442129356,0.868480461020748,0.5,0.2,0.02,2,5
828.3527947659359,557.0,3.1596016275802867,417.0,8320.731534422706,1.075412465303322,0.5,0.2,0.1,0,1
828.3527947659359,557.0,3.1596016275802867,417.0,8320.731534422706,1.075412465303322,0.5,0.2,0.1,0,2
828.3527947659359,557.0,3.1596016275802867,417.0,8320.731534422706,1.075412465303322,0.5,0.2,0.1,0,3
828.3527947659359,557.0,3.1596016275802867,417.0,8320.731534422706,1.075412465303322,0.5,0.2,0.1,0,4
